t_s,current_a,voltage_v,power_w
0.000778500,0.00800221922873,3,0.0240066576862
0.003891000,0.00799930360056,3,0.0239979108017
0.019253700,0.0079983325127,3,0.0239949975381
0.034462900,0.00800082092036,3,0.0240024627611
0.050564200,0.00800127538566,3,0.024003826157
0.065679800,0.00800360290005,3,0.0240108087001
0.080931500,0.00799730006112,3,0.0239919001834
0.096553800,0.00800133724853,3,0.0240040117456
0.112492000,0.00799669664054,3,0.0239900899216
0.127304200,0.00799852820589,3,0.0239955846177
0.142530000,0.00799830359725,3,0.0239949107917
0.158473900,0.0079985131643,3,0.0239955394929
0.174601300,0.00800233054582,3,0.0240069916375
0.190009100,0.00800152113035,3,0.0240045633911
0.205492800,0.00800129520204,3,0.0240038856061
0.220748400,0.00800001715258,3,0.0240000514577
0.235462000,0.008000338359,3,0.024001015077
0.251338300,0.00799782002685,3,0.0239934600805
0.267120900,0.00800062345005,3,0.0240018703501
0.282689000,0.00799956813374,3,0.0239987044012
0.297999600,0.00800030927672,3,0.0240009278301
0.313326600,0.00800503247174,3,0.0240150974152
0.328853400,0.00799996670801,3,0.023999900124
0.344328300,0.00799842828369,3,0.0239952848511
0.360019500,0.00799981271934,3,0.023999438158
0.375178000,0.00799943170355,3,0.0239982951106
0.390583600,0.00799889322168,3,0.0239966796651
0.405870300,0.00800052057595,3,0.0240015617278
0.421127700,0.00800118159129,3,0.0240035447739
0.436441100,0.00799692973981,3,0.0239907892194
0.451903900,0.00800454818245,3,0.0240136445474
0.467362100,0.00800131656866,3,0.024003949706
0.483350600,0.00799659817622,3,0.0239897945287
0.498606000,0.00799919434899,3,0.023997583047
0.513748400,0.00799640273188,3,0.0239892081956
0.529759500,0.00799970657339,3,0.0239991197202
0.545459400,0.00799994342861,3,0.0239998302858
0.560855100,0.00799928028353,3,0.0239978408506
0.575938900,0.00800122607601,3,0.024003678228
0.591363600,0.00799802299741,3,0.0239940689922
0.606711700,0.00800169344991,3,0.0240050803497
0.622593000,0.00800147764551,3,0.0240044329365
0.638262400,0.0080010147561,3,0.0240030442683
0.653781200,0.00800241964353,3,0.0240072589306
0.668950000,0.00799916211706,3,0.0239974863512
0.684337200,0.00799732120875,3,0.0239919636262
0.699834700,0.00800040516159,3,0.0240012154848
0.715755900,0.0079991774189,3,0.0239975322567
0.731637400,0.00799730700048,3,0.0239919210014
0.746809500,0.00799723686615,3,0.0239917105984
0.762621100,0.00799962155416,3,0.0239988646625
0.778639800,0.00799865315579,3,0.0239959594674
0.794770900,0.00799672258572,3,0.0239901677572
0.809231100,0.00800107744287,3,0.0240032323286
0.825024400,0.00799810318829,3,0.0239943095649
0.840144900,0.00800229121473,3,0.0240068736442
0.855591400,0.00799827622677,3,0.0239948286803
0.871106000,0.00799797515127,3,0.0239939254538
0.885997500,0.00799916860748,3,0.0239975058224
0.901341900,0.00799847410433,3,0.023995422313
0.916580300,0.00799918443078,3,0.0239975532923
0.931886200,0.00799735563858,3,0.0239920669158
0.947725100,0.0080054996756,3,0.0240164990268
0.963387100,0.0079976421735,3,0.0239929265205
0.978784100,0.00800372180251,3,0.0240111654075
0.994709700,0.00799720379688,3,0.0239916113906
1.010121800,3.72609860479e-06,3,1.11782958144e-05
1.025012100,5.52961910405e-06,3,1.65888573121e-05
1.040285800,5.97575322671e-06,3,1.79272596801e-05
1.055444600,3.54035595079e-06,3,1.06210678524e-05
1.070779700,3.8137213093e-06,3,1.14411639279e-05
1.086153600,9.92524747019e-07,3,2.97757424106e-06
1.101619900,4.01610367664e-06,3,1.20483110299e-05
1.117134100,2.96319939851e-06,3,8.88959819553e-06
1.132572700,2.71457690191e-06,3,8.14373070573e-06
1.148015500,3.69824023078e-06,3,1.10947206923e-05
1.163284100,4.43120957529e-06,3,1.32936287259e-05
1.178817900,3.37610241087e-06,3,1.01283072326e-05
1.194740300,5.22566695649e-06,3,1.56770008695e-05
1.210556400,6.29861338204e-06,3,1.88958401461e-05
1.225845700,8.71839001093e-06,3,2.61551700328e-05
1.240885200,4.43378265991e-06,3,1.33013479797e-05
1.255587200,4.01865055412e-06,3,1.20559516624e-05
1.271809300,6.62920054726e-06,3,1.98876016418e-05
