t_s,current_a,voltage_v,power_w
0.033894100,0.00799881979022,3,0.0239964593707
0.052903300,0.00800011675818,3,0.0240003502745
0.068189200,0.00800079753588,3,0.0240023926076
0.083735100,0.0079986213444,3,0.0239958640332
0.098869600,0.00799990284903,3,0.0239997085471
0.115002300,0.00799733695378,3,0.0239920108613
0.130454700,0.00800322358004,3,0.0240096707401
0.146329100,0.00800009912464,3,0.0240002973739
0.161580900,0.00800240233501,3,0.024007207005
0.176505600,0.00800072365115,3,0.0240021709534
0.192511500,0.00800046998559,3,0.0240014099568
0.207872900,0.00800663325564,3,0.0240198997669
0.223870400,0.0079975527828,3,0.0239926583484
0.239860800,0.00800326070303,3,0.0240097821091
0.255953800,0.00800035570474,3,0.0240010671142
0.271930800,0.00800108333602,3,0.024003250008
0.287421600,0.00799961722862,3,0.0239988516859
0.302571500,0.00800059155262,3,0.0240017746579
0.317763300,0.00799994907288,3,0.0239998472186
0.333664400,0.00800241164354,3,0.0240072349306
0.348864000,0.00800024880978,3,0.0240007464293
0.364648200,0.00800151478239,3,0.0240045443472
0.380395800,0.00799965116947,3,0.0239989535084
0.396132100,0.00800179254539,3,0.0240053776362
0.411235500,0.00800095550069,3,0.0240028665021
0.426460300,0.0079986272443,3,0.0239958817329
0.441426900,0.00800007484084,3,0.0240002245225
0.457418600,0.00800264606917,3,0.0240079382075
0.473454500,0.00799721648712,3,0.0239916494614
0.488427800,0.00799986653449,3,0.0239995996035
0.504047700,0.00800234002188,3,0.0240070200656
0.519213400,0.00799999265355,3,0.0239999779606
0.534443300,0.00800009889593,3,0.0240002966878
0.550175900,0.00800010165023,3,0.0240003049507
0.565683900,0.0079989171493,3,0.0239967514479
0.581142000,0.00799969525226,3,0.0239990857568
0.596279500,0.00800301094703,3,0.0240090328411
0.611945000,0.00799909606824,3,0.0239972882047
0.627968000,0.00800019479387,3,0.0240005843816
0.643081700,0.00800239845694,3,0.0240071953708
0.658127900,0.00799815031595,3,0.0239944509479
0.673059400,0.00800232695017,3,0.0240069808505
0.688199400,0.00799838364871,3,0.0239951509461
0.703957500,0.00800256036783,3,0.0240076811035
0.718719800,0.0079990415907,3,0.0239971247721
0.734472200,0.00800170762042,3,0.0240051228613
0.749658900,0.00800203598702,3,0.0240061079611
0.764886500,0.00799960599024,3,0.0239988179707
0.780232400,0.00800109518914,3,0.0240032855674
0.795535700,0.00800094443299,3,0.024002833299
0.810500600,0.00799730516726,3,0.0239919155018
0.826006200,0.00800120762072,3,0.0240036228621
0.841000900,0.00800072491136,3,0.0240021747341
0.857631000,0.00799965371727,3,0.0239989611518
0.872289000,0.00800331887135,3,0.024009956614
0.886948400,0.00799885735251,3,0.0239965720575
0.902409700,0.00799712709534,3,0.023991381286
0.917785200,0.00799879000075,3,0.0239963700023
0.933098100,0.00800163427449,3,0.0240049028235
0.948138300,0.00799886669884,3,0.0239966000965
0.963439800,0.00799987343065,3,0.0239996202919
0.978595200,0.00800059503361,3,0.0240017851008
0.994519200,0.00800003718578,3,0.0240001115573
1.009697800,0.00800110419845,3,0.0240033125954
1.025013800,0.00799782931327,3,0.0239934879398
1.040894800,2.07704833198e-06,3,6.23114499595e-06
1.055715500,4.25628373967e-06,3,1.2768851219e-05
1.071191300,7.06954471294e-06,3,2.12086341388e-05
1.086377100,2.07152899163e-06,3,6.21458697488e-06
1.101600800,5.22016897708e-06,3,1.56605069312e-05
1.116870300,3.05508911734e-06,3,9.16526735203e-06
1.132216300,7.53429645933e-06,3,2.2602889378e-05
1.147882400,2.57105510292e-06,3,7.71316530876e-06
1.162850200,2.72294626762e-06,3,8.16883880286e-06
1.178775400,1.39618595256e-06,3,4.18855785769e-06
1.193913000,1.96277201217e-06,3,5.8883160365e-06
1.209176200,5.00628043439e-06,3,1.50188413032e-05
1.224490200,5.32106800452e-06,3,1.59632040136e-05
1.240612000,2.95825294325e-06,3,8.87475882974e-06
1.256173200,3.33388298783e-06,3,1.00016489635e-05
